"Subject","rt","stimulus","TranscriptionKorean","Rating","CodingForStimulus","responseType","Romanisation","Age","Gender","AgeOfL2Onset","LivedinEnglishSpeakingCountry","OtherForeignLanguages","AgeOfOtherL2Onset","DescribeOtherL2Experience"
"K_L2_001",8710,"mpukham","ㅇ,ㅡ,ㅁ,ㅂ,ㅜ,ㅋ,ㅏ,ㄴ","6",43,"ResponseActual","#,eu,m,p,u,kh,a,n",27,"남",NA,"없습니다","중국어","18세 1년정도","없습니다"
"K_L2_001",5973,"khin","ㅋ,ㅣ,ㄴ","7",44,"ResponseActual","kh,i,n",27,"남",NA,"없습니다","중국어","18세 1년정도","없습니다"
"K_L2_001",11206,"nthaking","ㅇ,ㅡ,ㄴ,ㅌ,ㅏ,ㄱ,ㅣ,ㄴ","4",45,"ResponseActual","#,eu,n,th,a,k,i,n",27,"남",NA,"없습니다","중국어","18세 1년정도","없습니다"
"K_L2_001",11389,"chakot","ㅊ,ㅏ,ㄱ,ㅗ,ㅅ","7",46,"ResponseActual","ch,a,k,o,s",27,"남",NA,"없습니다","중국어","18세 1년정도","없습니다"
"K_L2_001",12731,"khnothik","ㅋ,ㅡ,ㄴ,ㅗ,ㅌ,ㅣ","6",47,"ResponseActual","kh,eu,n,o,th,i",27,"남",NA,"없습니다","중국어","18세 1년정도","없습니다"
"K_L2_001",10011,"mphosak","ㅇ,ㅡ,ㅁ,ㅍ,ㅗ,ㅅ,ㅏ,ㄱ","6",48,"ResponseActual","#,eu,m,ph,o,s,a,k",27,"남",NA,"없습니다","중국어","18세 1년정도","없습니다"
"K_L2_001",10411,"nchot","ㅇ,ㅡ,ㅁ,ㅊ,ㅗ,ㅅ","4",49,"ResponseActual","#,eu,m,ch,o,s",27,"남",NA,"없습니다","중국어","18세 1년정도","없습니다"
"K_L2_001",9243,"tikut","ㄷ,ㅣ,ㄱ,ㅜ,ㅅ","7",50,"ResponseActual","t,i,k,u,s",27,"남",NA,"없습니다","중국어","18세 1년정도","없습니다"
"K_L2_001",4904,"cwam","ㅈ,ㅘ,ㅁ","6",51,"ResponseActual","c,wa,m",27,"남",NA,"없습니다","중국어","18세 1년정도","없습니다"
"K_L2_001",14343,"nwimik","ㅁ,ㅠ,ㅇ,ㅣ,ㅁ,ㅣ,ㄱ","5",52,"ResponseActual","m,yu,#,i,m,i,k",27,"남",NA,"없습니다","중국어","18세 1년정도","없습니다"
"K_L2_001",7831,"phnokhing","ㅍ,ㅡ,ㄴ,ㅗ,ㅋ,ㅣ,ㅇ","6",53,"ResponseActual","ph,eu,n,o,kh,i,ng",27,"남",NA,"없습니다","중국어","18세 1년정도","없습니다"
"K_L2_001",6584,"chwiphin","ㅊ,ㅟ,ㅍ,ㅣ,ㄴ","7",54,"ResponseActual","ch,wi,ph,i,n",27,"남",NA,"없습니다","중국어","18세 1년정도","없습니다"
"K_L2_001",7574,"chunak","ㅊ,ㅜ,ㄴ,ㅏ,ㅅ","7",55,"ResponseActual","ch,u,n,a,s",27,"남",NA,"없습니다","중국어","18세 1년정도","없습니다"
"K_L2_001",9414,"twaput","ㄷ,ㅘ,ㅂ,ㅜ,ㅅ","6",56,"ResponseActual","t,wa,p,u,s",27,"남",NA,"없습니다","중국어","18세 1년정도","없습니다"
"K_L2_001",8461,"mphutam","ㅇ,ㅡ,ㅁ,ㅍ,ㅜ,ㄷ,ㅏ,ㅁ","5",57,"ResponseActual","#,eu,m,ph,u,t,a,m",27,"남",NA,"없습니다","중국어","18세 1년정도","없습니다"
"K_L2_001",9170,"ntakhip","ㅇ,ㅡ,ㅁ,ㄷ,ㅏ,ㅋ,ㅣ,ㅂ","5",58,"ResponseActual","#,eu,m,t,a,kh,i,p",27,"남",NA,"없습니다","중국어","18세 1년정도","없습니다"
"K_L2_001",11845,"thnok","ㅋ,ㅡ,ㄴ,ㅗ,ㄱ","5",59,"ResponseActual","kh,eu,n,o,k",27,"남",NA,"없습니다","중국어","18세 1년정도","없습니다"
"K_L2_001",9327,"khwipot","ㅋ,ㅟ,ㅂ,ㅗ,ㅅ","7",60,"ResponseActual","kh,wi,p,o,s",27,"남",NA,"없습니다","중국어","18세 1년정도","없습니다"
"K_L2_002",23708,"chnupot","ㅅ,ㅡ,ㄴ,ㅜ,ㅂ,ㅗ,ㅅ","3",1,"ResponseActual","s,eu,n,u,p,o,s",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",12419,"mphutam","ㅇ,ㅜ,ㅍ,ㅡ,ㄷ,ㅏ,ㅁ","1",2,"ResponseActual","#,u,ph,eu,t,a,m",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",10083,"khithuk","ㅋ,ㅣ,ㅌ,ㅜ","2",3,"ResponseActual","kh,i,th,u",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",17638,"khwichon","ㅋ,ㅡ,ㅇ,ㅣ,ㅊ,ㅗ,ㄴ","2",4,"ResponseActual","kh,eu,#,i,ch,o,n",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",11594,"mphuk","ㅜ,ㅍ,ㅡ","1",5,"ResponseActual","u,ph,eu",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",18449,"ntakhip","ㅇ,ㅡ,ㅁ,ㄷ,ㅏ,ㅋ,ㅣ,ㅅ","1",6,"ResponseActual","#,eu,m,t,a,kh,i,s",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",11250,"tmichut","ㄴ,ㅣ,ㅊ,ㅜ,ㅅ","1",7,"ResponseActual","n,i,ch,u,s",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",11546,"sikot","ㅅ,ㅣ,ㄱ,ㅗ,ㄷ","3",8,"ResponseActual","s,i,k,o,t",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",7185,"tup","ㄷ,ㅜ,ㅂ","3",9,"ResponseActual","t,u,p",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",14361,"nchocip","ㅊ,ㅗ,ㅈ,ㅣ,ㅂ","4",10,"ResponseActual","ch,o,c,i,p",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",11317,"kmamun","ㄱ,ㅡ,ㅁ,ㅏ,ㅁ,ㅜ,ㄴ","3",11,"ResponseActual","k,eu,m,a,m,u,n",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",9718,"cwit","ㅈ,ㅜ,ㅇ,ㅣ,ㅅ","3",12,"ResponseActual","c,u,#,i,s",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",9171,"khwipot","ㅋ,ㅟ,ㅂ,ㅗ,ㅅ","3",13,"ResponseActual","kh,wi,p,o,s",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",8231,"chwiphin","ㅊ,ㅟ,ㅍ,ㅣ,ㄴ","2",14,"ResponseActual","ch,wi,ph,i,n",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",9081,"knot","ㄱ,ㅡ,ㄴ,ㅗ,ㅅ","2",15,"ResponseActual","k,eu,n,o,s",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",11536,"mphosak","ㅇ,ㅜ,ㅁ,ㅍ,ㅗ,ㅅ,ㅏ,ㄱ","2",16,"ResponseActual","#,u,m,ph,o,s,a,k",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",8778,"twan","ㄷ,ㅘ,ㄴ","3",17,"ResponseActual","t,wa,n",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",10089,"mtukin","ㅇ,ㅡ,ㅁ,ㄷ,ㅜ,ㄱ,ㅣ,ㄴ","2",18,"ResponseActual","#,eu,m,t,u,k,i,n",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",6509,"taphik","ㄷ,ㅏ,ㅍ,ㅣㄱ","3",19,"ResponseActual","t,a,ph,ik",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",10422,"pmochun","ㄱ,ㅡ,ㅁ,ㅗ,ㅊ,ㅜ,ㄴ","2",20,"ResponseActual","k,eu,m,o,ch,u,n",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",7165,"thnok","ㅅ,ㅡ,ㄴ,ㅗ,ㄱ","2",21,"ResponseActual","s,eu,n,o,k",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",7510,"khut","ㅋ,ㅜ,ㅅ","3",22,"ResponseActual","kh,u,s",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",10542,"npucap","ㅇ,ㅜ,ㅁ,ㅂ,ㅜ,ㅈ,ㅑ,ㅂ","2",23,"ResponseActual","#,u,m,p,u,c,ya,p",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",9866,"phnokhing","ㅋ,ㅡ,ㄴ,ㅗ,ㅋ,ㅣ,ㅇ","2",24,"ResponseActual","kh,eu,n,o,kh,i,ng",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",9296,"chmop","ㅊ,ㅡ,ㅁ,ㅗ,ㅂ","3",25,"ResponseActual","ch,eu,m,o,p",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",10270,"mpukham","ㅇ,ㅡ,ㅁ,ㅂ,ㅜ,ㅋ,ㅏ,ㅁ","2",26,"ResponseActual","#,eu,m,p,u,kh,a,m",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",5243,"khin","ㅋ,ㅣ,ㄴ","4",27,"ResponseActual","kh,i,n",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",12011,"nthaking","ㅇ,ㅡ,ㅁ,ㅌ,ㅏ,ㄱ,ㅣ,ㅇ","2",28,"ResponseActual","#,eu,m,th,a,k,i,ng",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",6657,"mthik","ㅇ,ㅜ,ㅁ,ㅌ,ㅣ,ㄱ","2",29,"ResponseActual","#,u,m,th,i,k",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",10536,"nthimong","ㅇ,ㅡ,ㅁ,ㅌ,ㅣ,ㅁ,ㅗ,ㅇ","1",30,"ResponseActual","#,eu,m,th,i,m,o,ng",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",7420,"twaput","ㄷ,ㅘ,ㅂ,ㅜ,ㅅ","1",31,"ResponseActual","t,wa,p,u,s",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",10938,"nkhuchom","ㅇ,ㅜ,ㅁ,ㅋ,ㅡ,ㅊ,ㅗ,ㅁ","2",32,"ResponseActual","#,u,m,kh,eu,ch,o,m",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",8041,"cwam","ㅈ,ㅘ,ㅁ","4",33,"ResponseActual","c,wa,m",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",5341,"thukhat","ㅌ,ㅜ,ㅋ,ㅏ,ㅅ","2",34,"ResponseActual","th,u,kh,a,s",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",6583,"twak","ㄷ,ㅘ,ㄱ","4",35,"ResponseActual","t,wa,k",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",7858,"chnuk","ㅅ,ㅡ,ㄴ,ㅜ,ㄱ","1",36,"ResponseActual","s,eu,n,u,k",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",4377,"thwam","ㅌ,ㅘ,ㅁ","2",37,"ResponseActual","th,wa,m",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",7216,"khwiphing","ㅋ,ㅟ,ㅍ,ㅣ,ㅇ","2",38,"ResponseActual","kh,wi,ph,i,ng",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",10662,"mkit","ㅇ,ㅡ,ㅁ,ㄱ,ㅣ,ㅅ","1",39,"ResponseActual","#,eu,m,k,i,s",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",10123,"phmiman","ㅋ,ㅡ,ㅁ,ㅣ,ㅁ,ㅏ,ㄴ","2",40,"ResponseActual","kh,eu,m,i,m,a,n",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",6503,"khnap","ㅋ,ㅡ,ㄴ,ㅏ,ㅂ","2",41,"ResponseActual","kh,eu,n,a,p",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",9180,"cnaphin","ㅅ,ㅡ,ㄴ,ㅏ,ㅍ,ㅣ,ㄴ","3",42,"ResponseActual","s,eu,n,a,ph,i,n",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",10603,"nkat","ㅇ,ㅡ,ㅁ,ㄱ,ㅏ,ㅅ","2",43,"ResponseActual","#,eu,m,k,a,s",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",4373,"tin","ㅂ,ㅣ,ㄴ","5",44,"ResponseActual","p,i,n",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",6327,"chwikhong","ㅊ,ㅟ,ㅋ,ㅗ,ㅇ","4",45,"ResponseActual","ch,wi,kh,o,ng",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",5923,"thwikhip","ㅌ,ㅟ,ㅋ,ㅣ,ㅂ","2",46,"ResponseActual","th,wi,kh,i,p",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",6775,"thinok","ㅋ,ㅣ,ㄴ,ㅗ,ㄱ","3",47,"ResponseActual","kh,i,n,o,k",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",7383,"nwimik","ㄴ,ㅜ,ㅇ,ㅣ,ㅁ,ㅣ,ㄱ","2",48,"ResponseActual","n,u,#,i,m,i,k",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",7781,"twamot","ㄷ,ㅘ,ㅁ,ㅗ,ㅅ","1",49,"ResponseActual","t,wa,m,o,s",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",9348,"tnunong","ㄱ,ㅡ,ㄴ,ㅜ,ㄴ,ㅗ,ㅇ","1",50,"ResponseActual","k,eu,n,u,n,o,ng",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",7642,"swikhat","ㅅ,ㅟ,ㅋ,ㅏ,ㅅ","1",51,"ResponseActual","s,wi,kh,a,s",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",9610,"tikut","ㄷ,ㅣ,ㄱ,ㅜ,ㅅ","3",52,"ResponseActual","t,i,k,u,s",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",6625,"chakot","ㅊ,ㅏ,ㄱ,ㅗ,ㄷ","4",53,"ResponseActual","ch,a,k,o,t",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",6646,"chumik","ㅊ,ㅜ,ㅁ,ㅣㄱ","1",54,"ResponseActual","ch,u,m,ik",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",9924,"nchot","ㅇ,ㅡ,ㅁ,ㅊ,ㅗ,ㄷ","2",55,"ResponseActual","#,eu,m,ch,o,t",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",9641,"chunak","ㅊ,ㅜ,ㄴ,ㅏ,ㄱ","2",56,"ResponseActual","ch,u,n,a,k",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",8384,"cmoman","ㅊ,ㅡ,ㅁ,ㅗ,ㅁ,ㅏ,ㄴ","2",57,"ResponseActual","ch,eu,m,o,m,a,n",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",5299,"mup","ㅁ,ㅜ,ㅂ","4",58,"ResponseActual","m,u,p",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",9423,"khnothik","ㅋ,ㅡ,ㄴ,ㅗ,ㅌ,ㅣ,ㄱ","1",59,"ResponseActual","kh,eu,n,o,th,i,k",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_002",7134,"nakhit","ㄴ,ㅏ,ㅋ,ㅣ,ㅅ","1",60,"ResponseActual","n,a,kh,i,s",NA,"여",NA,"없음","중국어","17살"," 1년"
"K_L2_003",9949,"phmiman","ㅍ,ㅡ,ㅁ,ㅣ,ㄴ,ㅏ,ㄴ","6",1,"ResponseActual","ph,eu,m,i,n,a,n",21,"여",4,"X","중국어"," 독일어"," 프랑스어"
"K_L2_003",7610,"chmop","ㅊ,ㅡ,ㅁ,ㅗ,ㅂ","5",2,"ResponseActual","ch,eu,m,o,p",21,"여",4,"X","중국어"," 독일어"," 프랑스어"
"K_L2_003",12348,"ntakhip","ㅇ,ㅡ,ㄴ,ㄷ,ㅏ,ㅋ,ㅣ,ㅅ","4",3,"ResponseActual","#,eu,n,t,a,kh,i,s",21,"여",4,"X","중국어"," 독일어"," 프랑스어"
"K_L2_003",6816,"chnuk","ㅊ,ㅡ,ㄴ,ㅜ,ㄱ","7",4,"ResponseActual","ch,eu,n,u,k",21,"여",4,"X","중국어"," 독일어"," 프랑스어"
"K_L2_003",5153,"tikut","ㄷ,ㅣ,ㄱ,ㅜ,ㄷ","7",5,"ResponseActual","t,i,k,u,t",21,"여",4,"X","중국어"," 독일어"," 프랑스어"
"K_L2_003",17981,"thwam","ㅌ,ㅡ,ㅇ,ㅗ,ㅏ,ㅁ","4",6,"ResponseActual","th,eu,#,o,a,m",21,"여",4,"X","중국어"," 독일어"," 프랑스어"
"K_L2_003",16119,"khwipot","ㅋ,ㅜ,ㅣ,ㅂ,ㅗ,ㅅ","6",7,"ResponseActual","kh,u,i,p,o,s",21,"여",4,"X","중국어"," 독일어"," 프랑스어"
"K_L2_003",5959,"chakot","ㅊ,ㅏ,ㄱ,ㅗ,ㅅ","7",8,"ResponseActual","ch,a,k,o,s",21,"여",4,"X","중국어"," 독일어"," 프랑스어"
"K_L2_003",10528,"nchocip","ㅇ,ㅜ,ㅁ,ㅊ,ㅗ,ㅈ,ㅣ,ㅂ","7",9,"ResponseActual","#,u,m,ch,o,c,i,p",21,"여",4,"X","중국어"," 독일어"," 프랑스어"
"K_L2_003",14225,"taphik","ㄹ,ㅏ,ㅍ,ㅣ,ㄱ","6",10,"ResponseActual","l,a,ph,i,k",21,"여",4,"X","중국어"," 독일어"," 프랑스어"
"K_L2_003",8851,"khnap","ㅋ,ㅡ,ㄴ,ㅏ,ㅂ","4",11,"ResponseActual","kh,eu,n,a,p",21,"여",4,"X","중국어"," 독일어"," 프랑스어"
"K_L2_003",10172,"khnothik","ㅋ,ㅡ,ㄴ,ㅗ,ㅌ,ㅣ,ㅅ","5",12,"ResponseActual","kh,eu,n,o,th,i,s",21,"여",4,"X","중국어"," 독일어"," 프랑스어"
"K_L2_003",8910,"tnunong","ㄱ,ㅡ,ㄴ,ㅜ,ㄴ,ㅗ,ㄴ","4",13,"ResponseActual","k,eu,n,u,n,o,n",21,"여",4,"X","중국어"," 독일어"," 프랑스어"
