"Subject","rt","stimulus","TranscriptionKorean","Rating","CodingForStimulus","responseType","Romanisation","Age","Gender","AgeOfL2Onset","LivedinEnglishSpeakingCountry","OtherForeignLanguages","AgeOfOtherL2Onset","DescribeOtherL2Experience"
"k3b_L2_018",13473,"mpukham","ㅇ,ㅡ,ㅁ,ㅂ,ㅜ,ㅋ,ㅏ,ㅁ","""(불가능)""",36,"ResponseActual","#,eu,m,p,u,kh,a,m",NA,"남",NA,"없음","러시아어","노어노문과 재학중","학교 재학중 배운 중국어 및 중국어 학습지 약 6개월정도"
"k3b_L2_018",10851,"phnokhing","ㅍ,ㅡ,ㄴ,ㅗ,ㅋ,ㅣ,ㅁ","""(불가능)""",37,"ResponseActual","ph,eu,n,o,kh,i,m",NA,"남",NA,"없음","러시아어","노어노문과 재학중","학교 재학중 배운 중국어 및 중국어 학습지 약 6개월정도"
"k3b_L2_018",9068,"nchot","ㅇ,ㅡ,ㅁ,ㅊ,ㅗ,ㅅ","""(불가능)""",38,"ResponseActual","#,eu,m,ch,o,s",NA,"남",NA,"없음","러시아어","노어노문과 재학중","학교 재학중 배운 중국어 및 중국어 학습지 약 6개월정도"
"k3b_L2_018",16631,"chnuk","ㅊ,ㅡ,ㄴ,ㅜ,ㅂ","""(불가능)""",39,"ResponseActual","ch,eu,n,u,p",NA,"남",NA,"없음","러시아어","노어노문과 재학중","학교 재학중 배운 중국어 및 중국어 학습지 약 6개월정도"
"k3b_L2_018",9104,"swikhat","ㅅ,ㅜ,ㅣ,ㅋ,ㅏ,ㅅ","""(불가능)""",40,"ResponseActual","s,u,i,kh,a,s",NA,"남",NA,"없음","러시아어","노어노문과 재학중","학교 재학중 배운 중국어 및 중국어 학습지 약 6개월정도"
"k3b_L2_018",8193,"khithuk","ㅋ,ㅣ,ㅌ,ㅜ,ㄱ","""(불가능)""",41,"ResponseActual","kh,i,th,u,k",NA,"남",NA,"없음","러시아어","노어노문과 재학중","학교 재학중 배운 중국어 및 중국어 학습지 약 6개월정도"
"k3b_L2_018",7730,"nakhit","ㄴ,ㅏ,ㅋ,ㅣ,ㅅ","""(불가능)""",42,"ResponseActual","n,a,kh,i,s",NA,"남",NA,"없음","러시아어","노어노문과 재학중","학교 재학중 배운 중국어 및 중국어 학습지 약 6개월정도"
"k3b_L2_018",9832,"nchocip","ㅇ,ㅡ,ㅁ,ㅊ,ㅗ,ㅈ,ㅣ,ㅅ","""(불가능)""",43,"ResponseActual","#,eu,m,ch,o,c,i,s",NA,"남",NA,"없음","러시아어","노어노문과 재학중","학교 재학중 배운 중국어 및 중국어 학습지 약 6개월정도"
"k3b_L2_018",6718,"khwiphing","ㅋ,ㅜ,ㅣ,ㅍ,ㅣ,ㅇ","""(불가능)""",44,"ResponseActual","kh,u,i,ph,i,ng",NA,"남",NA,"없음","러시아어","노어노문과 재학중","학교 재학중 배운 중국어 및 중국어 학습지 약 6개월정도"
"k3b_L2_018",5251,"khut","ㅋ,ㅜ,ㅅ","""(불가능)""",45,"ResponseActual","kh,u,s",NA,"남",NA,"없음","러시아어","노어노문과 재학중","학교 재학중 배운 중국어 및 중국어 학습지 약 6개월정도"
"k3b_L2_018",7203,"cwam","ㅈ,ㅗ,ㅏ,ㅁ","""(불가능)""",46,"ResponseActual","c,o,a,m",NA,"남",NA,"없음","러시아어","노어노문과 재학중","학교 재학중 배운 중국어 및 중국어 학습지 약 6개월정도"
"k3b_L2_018",7616,"thukhat","ㅌ,ㅜ,ㅋ,ㅏ,ㅅ","""(불가능)""",47,"ResponseActual","th,u,kh,a,s",NA,"남",NA,"없음","러시아어","노어노문과 재학중","학교 재학중 배운 중국어 및 중국어 학습지 약 6개월정도"
"k3b_L2_018",13541,"mphosak","ㅇ,ㅡ,ㅁ,ㅍ,ㅗ,ㅅ,ㅏ,ㅅ","""(불가능)""",48,"ResponseActual","#,eu,m,ph,o,s,a,s",NA,"남",NA,"없음","러시아어","노어노문과 재학중","학교 재학중 배운 중국어 및 중국어 학습지 약 6개월정도"
"k3b_L2_018",9854,"mphutam","ㅇ,ㅡ,ㅁ,ㅍ,ㅜ,ㄷ,ㅏ,ㅅ","""(불가능)""",49,"ResponseActual","#,eu,m,ph,u,t,a,s",NA,"남",NA,"없음","러시아어","노어노문과 재학중","학교 재학중 배운 중국어 및 중국어 학습지 약 6개월정도"
"k3b_L2_018",8265,"mkit","ㅇ,ㅡ,ㅁ,ㄱ,ㅣ,ㅅ","""(불가능)""",50,"ResponseActual","#,eu,m,k,i,s",NA,"남",NA,"없음","러시아어","노어노문과 재학중","학교 재학중 배운 중국어 및 중국어 학습지 약 6개월정도"
"k3b_L2_018",13384,"kmamun","ㄱ,ㅡ,ㅁ,ㅏ,ㅁ,ㅜ,ㄴ","""(불가능)""",51,"ResponseActual","k,eu,m,a,m,u,n",NA,"남",NA,"없음","러시아어","노어노문과 재학중","학교 재학중 배운 중국어 및 중국어 학습지 약 6개월정도"
"k3b_L2_018",13608,"thwikhip","ㅌ,ㅜ,ㅣ,ㅋ,ㅣ,ㅂ","""(가능)""",52,"ResponseActual","th,u,i,kh,i,p",NA,"남",NA,"없음","러시아어","노어노문과 재학중","학교 재학중 배운 중국어 및 중국어 학습지 약 6개월정도"
"k3b_L2_018",7193,"twan","ㄷ,ㅗ,ㅏ,ㄴ","""(불가능)""",53,"ResponseActual","t,o,a,n",NA,"남",NA,"없음","러시아어","노어노문과 재학중","학교 재학중 배운 중국어 및 중국어 학습지 약 6개월정도"
"k3b_L2_018",7579,"taphik","ㄷ,ㅏ,ㅍ,ㅣ,ㄱ","""(불가능)""",54,"ResponseActual","t,a,ph,i,k",NA,"남",NA,"없음","러시아어","노어노문과 재학중","학교 재학중 배운 중국어 및 중국어 학습지 약 6개월정도"
"k3b_L2_018",11644,"phmiman","ㅍ,ㅡ,ㅁ,ㅣ,ㅁ,ㅏ,ㄴ","""(불가능)""",55,"ResponseActual","ph,eu,m,i,m,a,n",NA,"남",NA,"없음","러시아어","노어노문과 재학중","학교 재학중 배운 중국어 및 중국어 학습지 약 6개월정도"
"k3b_L2_018",14351,"cnaphin","ㅊ,ㅡ,ㄴ,ㅏ,ㅍ,ㅣ,ㄴ","""(불가능)""",56,"ResponseActual","ch,eu,n,a,ph,i,n",NA,"남",NA,"없음","러시아어","노어노문과 재학중","학교 재학중 배운 중국어 및 중국어 학습지 약 6개월정도"
"k3b_L2_018",7868,"nkat","ㅇ,ㅡ,ㅁ,ㄱ,ㅏ,ㅅ","""(불가능)""",57,"ResponseActual","#,eu,m,k,a,s",NA,"남",NA,"없음","러시아어","노어노문과 재학중","학교 재학중 배운 중국어 및 중국어 학습지 약 6개월정도"
"k3b_L2_018",6607,"mup","ㅁ,ㅜ,ㅂ","""(불가능)""",58,"ResponseActual","m,u,p",NA,"남",NA,"없음","러시아어","노어노문과 재학중","학교 재학중 배운 중국어 및 중국어 학습지 약 6개월정도"
"k3b_L2_018",7120,"mthik","ㅇ,ㅡ,ㅁ,ㅍ,ㅣ,ㄱ","""(불가능)""",59,"ResponseActual","#,eu,m,ph,i,k",NA,"남",NA,"없음","러시아어","노어노문과 재학중","학교 재학중 배운 중국어 및 중국어 학습지 약 6개월정도"
"k3b_L2_018",14854,"tnunong","ㅋ,ㅡ,ㄴ,ㅜ,ㄴ,ㅗ,ㅇ","""(불가능)""",60,"ResponseActual","kh,eu,n,u,n,o,ng",NA,"남",NA,"없음","러시아어","노어노문과 재학중","학교 재학중 배운 중국어 및 중국어 학습지 약 6개월정도"
"k3b_L2_019",7981,"chakot","ㅊ,ㅏ,ㄱ,ㅗ,ㅈ","""(가능)""",1,"ResponseActual","ch,a,k,o,c",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",8577,"nkat","ㅇ,ㅣ,ㄱ,ㅏ,ㅅ","""(불가능)""",2,"ResponseActual","#,i,k,a,s",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",9276,"nakhit","ㄴ,ㅏ,ㅋ,ㅣ,ㅅ","""(가능)""",3,"ResponseActual","n,a,kh,i,s",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",14041,"khnothik","ㅋ,ㅡ,ㄴ,ㅗ,ㅌ,ㅣ,ㄱ","""(불가능)""",4,"ResponseActual","kh,eu,n,o,th,i,k",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",36453,"twak","ㄷ,ㅗㅏ,ㅋ","""(불가능)""",5,"ResponseActual","t,oa,kh",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",11773,"mthik","ㅇ,ㅡ,ㅁ,ㅌ,ㅣ","""(불가능)""",6,"ResponseActual","#,eu,m,th,i",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",8560,"mphosak","ㅇ,ㅡ,ㅁ,ㅍ,ㅗ,ㅅ,ㅏ,ㄱ","""(불가능)""",7,"ResponseActual","#,eu,m,ph,o,s,a,k",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",10033,"mphuk","ㅇ,ㅡ,ㅁ,ㅍ,ㅜ","""(불가능)""",8,"ResponseActual","#,eu,m,ph,u",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",18407,"mup","ㅁ,ㅜ","""(불가능)""",9,"ResponseActual","m,u",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",10541,"khnap","ㅋ,ㅡ,ㄴ,ㅏ,ㅂ","""(불가능)""",10,"ResponseActual","kh,eu,n,a,p",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",9431,"chumik","ㅊ,ㅜ,ㅁ,ㅇ,ㅣ,ㄱ","""(가능)""",11,"ResponseActual","ch,u,m,ng,i,k",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",8551,"tnunong","ㄷ,ㅡ,ㄴ,ㅜ,ㄴ,ㅗ,ㅇ","""(불가능)""",12,"ResponseActual","t,eu,n,u,n,o,ng",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",14795,"kmamun","ㄱ,ㅡ,ㅁ,ㅏ,ㅁ,ㅜ,ㄴ","""(가능)""",13,"ResponseActual","k,eu,m,a,m,u,n",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",8309,"nthaking","ㅇ,ㅡ,ㄴ,ㅌ,ㅏ,ㄱ,ㅣ,ㅇ","""(불가능)""",14,"ResponseActual","#,eu,n,th,a,k,i,ng",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",13036,"thwikhip","ㅌ,ㅜㅣ,ㅋ,ㅣ,ㅂ","""(불가능)""",15,"ResponseActual","th,ui,kh,i,p",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",10126,"nkhuchom","ㅇ,ㅡ,ㅁ,ㅋ,ㅜ,ㅊ,ㅗ,ㅁ","""(불가능)""",16,"ResponseActual","#,eu,m,kh,u,ch,o,m",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",12170,"tmichut","ㄷ,ㅁ,ㅣ,ㅊ,ㅜ,ㅌ","""(불가능)""",17,"ResponseActual","t,m,i,ch,u,th",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",6501,"sikot","ㅅ,ㅣ,ㄱ,ㅗ,ㅈ","""(가능)""",18,"ResponseActual","s,i,k,o,c",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",10057,"cnaphin","ㅈ,ㄴ,ㅏ,ㅍ,ㅣ,ㄴ","""(불가능)""",19,"ResponseActual","c,n,a,ph,i,n",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",5545,"taphik","ㄷ,ㅏ,ㅍ,ㅣ,ㄱ","""(가능)""",20,"ResponseActual","t,a,ph,i,k",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",8460,"mkit","ㅁ,ㄱ,ㅣ,ㄱ","""(불가능)""",21,"ResponseActual","m,k,i,k",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",13071,"chwikhong","ㅊ,ㅜㅣ,ㅋ,ㅗ,ㅇ","""(가능)""",22,"ResponseActual","ch,ui,kh,o,ng",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",6336,"nthimong","ㄴ,ㅌ,ㅣ,ㅁ,ㅗ,ㅇ","""(불가능)""",23,"ResponseActual","n,th,i,m,o,ng",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",7931,"tin","ㄷ,ㅢ,ㄴ","""(불가능)""",24,"ResponseActual","t,ui,n",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",7469,"ntakhip","ㄴ,ㄷ,ㅏ,ㅋ,ㅣ,ㅂ","""(불가능)""",25,"ResponseActual","n,t,a,kh,i,p",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",9618,"khwipot","ㅋ,ㅟ,ㅂ,ㅗ,ㅅ","""(불가능)""",26,"ResponseActual","kh,wi,p,o,s",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",9702,"tikut","ㄷ,ㅢ,ㄱ,ㅜ,ㅅ","""(가능)""",27,"ResponseActual","t,ui,k,u,s",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",7473,"chmop","ㅊ,ㅁ,ㅗ,ㅂ","""(불가능)""",28,"ResponseActual","ch,m,o,p",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",8139,"thukhat","ㅌ,ㅜ,ㅋ,ㅏ,ㅅ","""(불가능)""",29,"ResponseActual","th,u,kh,a,s",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",5102,"thinok","ㅌ,ㅣ,ㄴ,ㅗ,ㄱ","""(가능)""",30,"ResponseActual","th,i,n,o,k",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",11451,"nwimik","ㄴ,ㅟ,ㅁ,ㅣ,ㅅ","""(불가능)""",31,"ResponseActual","n,wi,m,i,s",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",6850,"khwiphing","ㅋ,ㅟ,ㅍ,ㅣ,ㅇ","""(가능)""",32,"ResponseActual","kh,wi,ph,i,ng",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",11686,"chnupot","ㅊ,ㅡ,ㄴ,ㅜ,ㅂ,ㅗ,ㅅ","""(가능)""",33,"ResponseActual","ch,eu,n,u,p,o,s",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",12146,"cwam","ㅈ,ㅜ,ㅇ,ㅏ,ㅁ","""(불가능)""",34,"ResponseActual","c,u,#,a,m",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",7324,"phmiman","ㅍ,ㅁ,ㅣ,ㅁ,ㅏ,ㄴ","""(불가능)""",35,"ResponseActual","ph,m,i,m,a,n",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",9704,"mphutam","ㅇ,ㅡ,ㅁ,ㅍ,ㄷ,ㅏ,ㅁ","""(불가능)""",36,"ResponseActual","#,eu,m,ph,t,a,m",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",5542,"khithuk","ㅋ,ㅣ,ㅌ,ㅜ","""(가능)""",37,"ResponseActual","kh,i,th,u",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",8265,"nchot","ㅁ,ㅊ,ㅗ,ㅅ","""(불가능)""",38,"ResponseActual","m,ch,o,s",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",5812,"tup","ㄷ,ㅜ,ㄱ","""(가능)""",39,"ResponseActual","t,u,k",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",7673,"chwiphin","ㅊ,ㅟ,ㅍ,ㅣ,ㄴ","""(가능)""",40,"ResponseActual","ch,wi,ph,i,n",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
"k3b_L2_019",4845,"knot","ㅋ,ㄴ,ㅗ,ㅅ","""(불가능)""",41,"ResponseActual","kh,n,o,s",NA,"여",NA,"살아본 적 없습니다.","일본어, 중국어, 러시아어","일본어는 초등학교 4학년(만 11세)에 처음 배웠으며, 배운 기간은 총 약 1~2년, 중국어는 중학교 2학년(만 15세)에 약 1년간 배웠습니다. 러시아어는 대학교 1학년(만 19세)에 약 4개월 동안 배웠습니다.","딱히 없습니다."
