"Subject","rt","stimulus","TranscriptionKorean","Rating","CodingForStimulus","responseType","Romanisation","Age","Gender","AgeOfL2Onset","LivedinEnglishSpeakingCountry","OtherForeignLanguages","AgeOfOtherL2Onset","DescribeOtherL2Experience"
"k3b_L2_001",8175,"tnunong","ㄷ,ㅡ,ㄴ,ㅜ,ㄴ,ㅗ,ㅇ","""(불가능)""",29,"ResponseActual","t,eu,n,u,n,o,ng",NA,"남",NA,"X","일본어, 중국어","각 20세 1년, 18세 6개월","X"
"k3b_L2_001",6884,"chmop","ㅊ,ㅡ,ㅁ,ㅗ,ㅂ","""(가능)""",30,"ResponseActual","ch,eu,m,o,p",NA,"남",NA,"X","일본어, 중국어","각 20세 1년, 18세 6개월","X"
"k3b_L2_001",7862,"nchocip","ㅇ,ㅡ,ㅇ,ㅊ,ㅛ,ㅈ,ㅣ,ㅂ","""(가능)""",31,"ResponseActual","#,eu,ng,ch,yo,c,i,p",NA,"남",NA,"X","일본어, 중국어","각 20세 1년, 18세 6개월","X"
"k3b_L2_001",7362,"khin","ㅋ,ㅣ,ㄴ","""(가능)""",32,"ResponseActual","kh,i,n",NA,"남",NA,"X","일본어, 중국어","각 20세 1년, 18세 6개월","X"
"k3b_L2_001",6517,"cwit","ㅈ,ㅟ,ㅅ","""(가능)""",33,"ResponseActual","c,wi,s",NA,"남",NA,"X","일본어, 중국어","각 20세 1년, 18세 6개월","X"
"k3b_L2_001",7898,"thwikhip","ㅌ,ㅟ,ㅋ,ㅣ,ㅂ","""(불가능)""",34,"ResponseActual","th,wi,kh,i,p",NA,"남",NA,"X","일본어, 중국어","각 20세 1년, 18세 6개월","X"
"k3b_L2_001",6371,"chunak","ㅊ,ㅠ,ㄴ,ㅏ,ㄱ","""(가능)""",35,"ResponseActual","ch,yu,n,a,k",NA,"남",NA,"X","일본어, 중국어","각 20세 1년, 18세 6개월","X"
"k3b_L2_001",7899,"thukhat","ㅌ,ㅜ,ㅋ,ㅏ,ㅅ","""(가능)""",36,"ResponseActual","th,u,kh,a,s",NA,"남",NA,"X","일본어, 중국어","각 20세 1년, 18세 6개월","X"
"k3b_L2_001",8834,"nkhuchom","ㅇ,ㅡ,ㅇ,ㅋ,ㅜ,ㅊ,ㅗ,ㅁ","""(불가능)""",37,"ResponseActual","#,eu,ng,kh,u,ch,o,m",NA,"남",NA,"X","일본어, 중국어","각 20세 1년, 18세 6개월","X"
"k3b_L2_001",6954,"thnok","ㅌ,ㅡ,ㄴ,ㅗ,ㄱ","""(불가능)""",38,"ResponseActual","th,eu,n,o,k",NA,"남",NA,"X","일본어, 중국어","각 20세 1년, 18세 6개월","X"
"k3b_L2_001",5219,"twan","ㄷ,ㅘ,ㄴ","""(가능)""",39,"ResponseActual","t,wa,n",NA,"남",NA,"X","일본어, 중국어","각 20세 1년, 18세 6개월","X"
"k3b_L2_001",6413,"khwipot","ㅋ,ㅟ,ㅂ,ㅗ,ㅅ","""(가능)""",40,"ResponseActual","kh,wi,p,o,s",NA,"남",NA,"X","일본어, 중국어","각 20세 1년, 18세 6개월","X"
"k3b_L2_001",8398,"chnupot","ㅊ,ㅡ,ㄴ,ㅜ,ㅂ,ㅗ,ㅅ","""(가능)""",41,"ResponseActual","ch,eu,n,u,p,o,s",NA,"남",NA,"X","일본어, 중국어","각 20세 1년, 18세 6개월","X"
"k3b_L2_001",10759,"chumik","ㅊ,ㅠ,ㅁ,ㅣ,ㄱ","""(가능)""",42,"ResponseActual","ch,yu,m,i,k",NA,"남",NA,"X","일본어, 중국어","각 20세 1년, 18세 6개월","X"
"k3b_L2_001",9772,"khwiphing","ㅋ,ㅟ,ㅍ,ㅣ,ㅇ","""(불가능)""",43,"ResponseActual","kh,wi,ph,i,ng",NA,"남",NA,"X","일본어, 중국어","각 20세 1년, 18세 6개월","X"
"k3b_L2_001",6759,"nkat","ㅇ,ㅡ,ㅇ,ㄱ,ㅏ,ㅅ","""(불가능)""",44,"ResponseActual","#,eu,ng,k,a,s",NA,"남",NA,"X","일본어, 중국어","각 20세 1년, 18세 6개월","X"
"k3b_L2_001",8959,"nwimik","ㄴ,ㅠ,ㅇ,ㅣ,ㅁ,ㅣ,ㄱ","""(불가능)""",45,"ResponseActual","n,yu,#,i,m,i,k",NA,"남",NA,"X","일본어, 중국어","각 20세 1년, 18세 6개월","X"
"k3b_L2_001",6023,"knot","ㄱ,ㅡ,ㄴ,ㅗ,ㅅ","""(가능)""",46,"ResponseActual","k,eu,n,o,s",NA,"남",NA,"X","일본어, 중국어","각 20세 1년, 18세 6개월","X"
"k3b_L2_001",5128,"tup","ㄷ,ㅜ,ㅂ","""(가능)""",47,"ResponseActual","t,u,p",NA,"남",NA,"X","일본어, 중국어","각 20세 1년, 18세 6개월","X"
"k3b_L2_001",9791,"twamot","ㄷ,ㅘ,ㅁ,ㅗ,ㅅ","""(가능)""",48,"ResponseActual","t,wa,m,o,s",NA,"남",NA,"X","일본어, 중국어","각 20세 1년, 18세 6개월","X"
"k3b_L2_001",10464,"mphosak","ㅇ,ㅡ,ㅇ,ㅍ,ㅗ,ㅅ,ㅏ,ㅋ","""(불가능)""",49,"ResponseActual","#,eu,ng,ph,o,s,a,kh",NA,"남",NA,"X","일본어, 중국어","각 20세 1년, 18세 6개월","X"
"k3b_L2_001",7153,"taphik","ㄷ,ㅏ,ㅍ,ㅣ,ㄱ","""(가능)""",50,"ResponseActual","t,a,ph,i,k",NA,"남",NA,"X","일본어, 중국어","각 20세 1년, 18세 6개월","X"
"k3b_L2_001",4986,"tikut","ㄷ,ㅣ,ㄱ,ㅜ,ㄷ","""(가능)""",51,"ResponseActual","t,i,k,u,t",NA,"남",NA,"X","일본어, 중국어","각 20세 1년, 18세 6개월","X"
"k3b_L2_001",5384,"twaput","ㄷ,ㅘ,ㅂ,ㅜ,ㄷ","""(불가능)""",52,"ResponseActual","t,wa,p,u,t",NA,"남",NA,"X","일본어, 중국어","각 20세 1년, 18세 6개월","X"
"k3b_L2_001",8217,"khut","ㅋ,ㅡ,ㅌ","""(가능)""",53,"ResponseActual","kh,eu,th",NA,"남",NA,"X","일본어, 중국어","각 20세 1년, 18세 6개월","X"
"k3b_L2_001",8617,"nchot","ㅇ,ㅡ,ㅇ,ㅊ,ㅛ,ㅅ","""(불가능)""",54,"ResponseActual","#,eu,ng,ch,yo,s",NA,"남",NA,"X","일본어, 중국어","각 20세 1년, 18세 6개월","X"
"k3b_L2_001",6785,"chakot","ㅊ,ㅑ,ㄱ,ㅗ,ㅅ","""(불가능)""",55,"ResponseActual","ch,ya,k,o,s",NA,"남",NA,"X","일본어, 중국어","각 20세 1년, 18세 6개월","X"
"k3b_L2_001",8563,"phmiman","ㅍ,ㅡ,ㅁ,ㅣ,ㅁ,ㅏ,ㄴ","""(불가능)""",56,"ResponseActual","ph,eu,m,i,m,a,n",NA,"남",NA,"X","일본어, 중국어","각 20세 1년, 18세 6개월","X"
"k3b_L2_001",4404,"mup","ㅁ,ㅜ,ㅂ","""(가능)""",57,"ResponseActual","m,u,p",NA,"남",NA,"X","일본어, 중국어","각 20세 1년, 18세 6개월","X"
"k3b_L2_001",9986,"cmoman","ㅊ,ㅡ,ㅁ,ㅗ,ㅁ,ㅏ,ㄴ","""(불가능)""",58,"ResponseActual","ch,eu,m,o,m,a,n",NA,"남",NA,"X","일본어, 중국어","각 20세 1년, 18세 6개월","X"
"k3b_L2_001",4203,"tin","ㄷ,ㅣ,ㄴ","""(가능)""",59,"ResponseActual","t,i,n",NA,"남",NA,"X","일본어, 중국어","각 20세 1년, 18세 6개월","X"
"k3b_L2_001",7333,"cnaphin","ㅈ,ㅡ,ㄴ,ㅏ,ㅍ,ㅣ,ㄴ","""(불가능)""",60,"ResponseActual","c,eu,n,a,ph,i,n",NA,"남",NA,"X","일본어, 중국어","각 20세 1년, 18세 6개월","X"
"k3b_L2_002",12402,"cmoman","ㅊ,ㅡ,ㅁ,ㅗ,ㅁ,ㅔ,ㄴ","""(불가능)""",1,"ResponseActual","ch,eu,m,o,m,e,n",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",14809,"knot","ㅋ,ㅡ,ㄴ,ㅗ,ㄷ","""(불가능)""",2,"ResponseActual","kh,eu,n,o,t",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",30342,"khwiphing","ㅋ,ㅟ,ㅍ,ㅣ,ㅇ","""(가능)""",3,"ResponseActual","kh,wi,ph,i,ng",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",10427,"twak","ㄷ,ㅘ,ㄺ","""(불가능)""",4,"ResponseActual","t,wa,ㄺ",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",11765,"chmop","ㅊ,ㅁ,ㅗ,ㅂ","""(불가능)""",5,"ResponseActual","ch,m,o,p",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",10339,"mpukham","ㅁ,ㅂ,ㅜ,ㅋ,ㅏ,ㄴ","""(불가능)""",6,"ResponseActual","m,p,u,kh,a,n",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",7097,"mtukin","ㄴ,ㄷ,ㅜ,ㄱ,ㅣ,ㄴ","""(불가능)""",7,"ResponseActual","n,t,u,k,i,n",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",6747,"nthimong","ㄴ,ㅌ,ㅣ,ㅁ,ㅗ,ㅇ","""(불가능)""",8,"ResponseActual","n,th,i,m,o,ng",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",7459,"chwiphin","ㅊ,ㅟ,ㅍ,ㅣ,ㄴ","""(가능)""",9,"ResponseActual","ch,wi,ph,i,n",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",9961,"chunak","ㅊ,ㅜ,ㄴ,ㅏ,ㄱ","""(가능)""",10,"ResponseActual","ch,u,n,a,k",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",6142,"thwam","ㅌ,ㅘ,ㅁ","""(불가능)""",11,"ResponseActual","th,wa,m",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",7696,"chakot","ㅊ,ㅏ,ㄱ,ㅗ,ㅅ","""(가능)""",12,"ResponseActual","ch,a,k,o,s",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",10315,"tnunong","ㄷ,ㅡ,ㄴ,ㅜ,ㄴ,ㅗ,ㅇ","""(불가능)""",13,"ResponseActual","t,eu,n,u,n,o,ng",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",7864,"twamot","ㅌ,ㅘ,ㅁ,ㅗ,ㅅ","""(불가능)""",14,"ResponseActual","th,wa,m,o,s",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",7733,"thinok","ㅌ,ㅣ,ㄴ,ㅗ,ㄱ","""(가능)""",15,"ResponseActual","th,i,n,o,k",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",7457,"pmochun","ㄱ,ㅁ,ㅜ,ㅊ,ㅜ,ㄴ","""(불가능)""",16,"ResponseActual","k,m,u,ch,u,n",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",5746,"sikot","ㅅ,ㅣ,ㄱ,ㅗ,ㅅ","""(가능)""",17,"ResponseActual","s,i,k,o,s",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",8553,"ntakhip","ㄴ,ㄷ,ㅏ,ㅋ,ㅣ,ㅅ","""(불가능)""",18,"ResponseActual","n,t,a,kh,i,s",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",7994,"nchocip","ㄴ,ㅊ,ㅗ,ㅈ,ㅣ,ㅅ","""(불가능)""",19,"ResponseActual","n,ch,o,c,i,s",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",6296,"swikhat","ㅅ,ㅟ,ㅋ,ㅏ,ㅅ","""(가능)""",20,"ResponseActual","s,wi,kh,a,s",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",10531,"cnaphin","ㅊ,ㅡ,ㄴ,ㅏ,ㅍ,ㅣ,ㄴ","""(불가능)""",21,"ResponseActual","ch,eu,n,a,ph,i,n",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",4651,"nkat","ㄴ,ㄱ,ㅏ,ㅅ","""(불가능)""",22,"ResponseActual","n,k,a,s",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",8216,"chnupot","ㅊ,ㅡ,ㄴ,ㅜ,ㅂ,ㅗ,ㅅ","""(가능)""",23,"ResponseActual","ch,eu,n,u,p,o,s",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",5711,"nthaking","ㄴ,ㅌ,ㅏ,ㄱ,ㅣ,ㄴ","""(불가능)""",24,"ResponseActual","n,th,a,k,i,n",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",6387,"nakhit","ㄴ,ㅏ,ㅋ,ㅣ,ㅅ","""(가능)""",25,"ResponseActual","n,a,kh,i,s",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",6479,"mphuk","ㄴ,ㅍ,ㅜ","""(불가능)""",26,"ResponseActual","n,ph,u",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",9373,"nkhuchom","ㄴ,ㅋ,ㅜ,ㅊ,ㅗ,ㄴ","""(불가능)""",27,"ResponseActual","n,kh,u,ch,o,n",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",8675,"kmamun","ㅋ,ㅡ,ㅁ,ㅏ,ㅁ,ㅜ,ㄴ","""(불가능)""",28,"ResponseActual","kh,eu,m,a,m,u,n",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",6902,"twaput","ㄷ,ㅘ,ㅂ,ㅜ,ㅅ","""(불가능)""",29,"ResponseActual","t,wa,p,u,s",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",8741,"chnuk","ㅊ,ㄴ,ㅜ","""(불가능)""",30,"ResponseActual","ch,n,u",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",5661,"tup","ㄷ,ㅜ,ㅍ","""(가능)""",31,"ResponseActual","t,u,ph",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",5354,"khithuk","ㅋ,ㅣ,ㅌ,ㅜ","""(가능)""",32,"ResponseActual","kh,i,th,u",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",4822,"khin","ㅋ,ㅣ,ㄴ","""(가능)""",33,"ResponseActual","kh,i,n",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",4949,"khut","ㅋ,ㅜ,ㅌ","""(가능)""",34,"ResponseActual","kh,u,th",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",5194,"thnok","ㅌ,ㄴ,ㅗ,ㄱ","""(불가능)""",35,"ResponseActual","th,n,o,k",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",4800,"mkit","ㄴ,ㄱ,ㅣ,ㅅ","""(불가능)""",36,"ResponseActual","n,k,i,s",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",4453,"tin","ㄷ,ㅣ,ㄴ","""(불가능)""",37,"ResponseActual","t,i,n",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",8299,"chumik","ㅊ,ㅜ,ㅁ,ㅣ,ㄱ","""(불가능)""",38,"ResponseActual","ch,u,m,i,k",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",6187,"twan","ㄷ,ㅘ,ㄴ","""(불가능)""",39,"ResponseActual","t,wa,n",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",7681,"npucap","ㄴ,ㅂ,ㅜ,ㅈ,ㅏ,ㅂ","""(불가능)""",40,"ResponseActual","n,p,u,c,a,p",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",7838,"phnokhing","ㅍ,ㄴ,ㅗ,ㅋ,ㅣ,ㅇ","""(불가능)""",41,"ResponseActual","ph,n,o,kh,i,ng",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",6524,"nwimik","ㄴ,ㅟ,ㅁ,ㅣ,ㄱ","""(불가능)""",42,"ResponseActual","n,wi,m,i,k",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",5468,"khwichon","ㅋ,ㅟ,ㅊ,ㅗ,ㄴ","""(가능)""",43,"ResponseActual","kh,wi,ch,o,n",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",4569,"cwit","ㅈ,ㅟ,ㅅ","""(불가능)""",44,"ResponseActual","c,wi,s",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",5396,"nchot","ㄴ,ㅊ,ㅗ,ㅅ","""(불가능)""",45,"ResponseActual","n,ch,o,s",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",6132,"cwam","ㅈ,ㅘ,ㅁ","""(불가능)""",46,"ResponseActual","c,wa,m",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",6306,"taphik","ㄷ,ㅏ,ㅍ,ㅣ,ㄱ","""(가능)""",47,"ResponseActual","t,a,ph,i,k",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",7150,"khnothik","ㅋ,ㅡ,ㄴ,ㅗ,ㅌ,ㅣ,ㄱ","""(가능)""",48,"ResponseActual","kh,eu,n,o,th,i,k",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
"k3b_L2_002",13439,"khnap","ㅋ,ㅡ,ㄴ,ㅏ,ㅂ","""(가능)""",49,"ResponseActual","kh,eu,n,a,p",21,"여",5,"없음","일본어","10, 10년","스페인어 알파벳 정도만 배운 적 있지만 전부 잊어버림"
